date,open,high,low,close,volume
2025-12-03,62.0,80.0,58.88,67.99,1225986
2025-12-04,68.5,76.89,65.55,69.49,967102
2025-12-05,68.1,70.16,64.51,65.89,697322
2025-12-08,64.59,69.6,63.0,68.75,603741
2025-12-09,67.34,69.5,65.75,67.8,502733
2025-12-10,67.0,67.32,62.85,63.88,510962
2025-12-11,63.21,70.27,61.79,67.68,824676
2025-12-12,67.0,72.69,64.55,69.3,774482
2025-12-15,68.33,76.23,68.33,74.98,844303
2025-12-16,72.78,73.55,67.48,67.48,684077
2025-12-17,66.02,66.7,63.99,64.65,420723
2025-12-18,64.0,65.41,63.65,64.0,263786
2025-12-19,65.08,65.5,63.3,64.14,267452
2025-12-22,63.8,64.64,63.2,64.43,239052
2025-12-23,64.69,64.69,62.0,62.22,304807
2025-12-24,62.24,63.23,61.28,62.93,200971
2025-12-25,62.27,63.15,62.02,62.35,176038
2025-12-26,62.47,64.93,61.58,64.43,362041
2025-12-29,64.0,64.28,62.3,62.57,223329
2025-12-30,61.98,61.99,60.71,60.89,222285
2025-12-31,60.33,61.65,59.55,60.92,189410
