code,name,price,date
sh601677,明泰铝业,15.78,2024-03-15
sh601678,滨化股份,6.93,2024-03-15
sh601686,友发集团,5.04,2024-03-15
sh601688,华泰证券,21.19,2024-03-15
sh601689,拓普集团,62.43,2024-03-15
sh601696,中银证券,12.65,2024-03-15
sh601698,中国卫通,31.25,2024-03-15
sh601699,潞安环能,14.68,2024-03-15
sh601700,风范股份,4.53,2024-03-15
sh601702,华峰铝业,14.22,2024-03-15
sh601717,中创智领,15.27,2024-03-15
sh601718,ST际华,1.67,2024-03-15
sh601727,上海电气,6.96,2024-03-15
sh601728,中国电信,5.43,2024-03-15
sh601766,中国中车,5.36,2024-03-15
sh601777,千里科技,8.15,2024-03-15
sh601778,晶科科技,4.15,2024-03-15
sh601788,光大证券,14.94,2024-03-15
sh601789,宁波建工,4.13,2024-03-15
sh601798,蓝科高新,7.4,2024-03-15
sh601799,星宇股份,100.31,2024-03-15
sh601800,中国交建,5.93,2024-03-15
sh601801,皖新传媒,5.16,2024-03-15
sh601808,中海油服,11.2,2024-03-15
sh601811,新华文轩,11.46,2024-03-15
sh601816,京沪高铁,4.63,2024-03-15
sh601818,光大银行,2.98,2024-03-15
sh601825,沪农商行,7.54,2024-03-15
sh601827,三峰环境,7.49,2024-03-15
sh601828,美凯龙,2.13,2024-03-15
sh601838,成都银行,18.39,2024-03-15
sh601857,中国石油,8.97,2024-03-15
sh601858,中国科传,17.81,2024-03-15
sh601860,紫金银行,2.49,2024-03-15
sh601865,福莱特,10.19,2024-03-15
sh601866,中远海发,2.29,2024-03-15
sh601868,中国能建,2.66,2024-03-15
sh601869,长飞光纤,475.08,2024-03-15
sh601872,招商轮船,17.0,2024-03-15
sh601877,正泰电器,25.18,2024-03-15
sh601878,浙商证券,9.75,2024-03-15
sh601880,辽港股份,1.4,2024-03-15
sh601881,中国银河,13.44,2024-03-15
sh601882,海天精工,21.3,2024-03-15
sh601886,江河集团,8.06,2024-03-15
sh601888,中国中免,53.11,2024-03-15
sh601890,亚星锚链,8.61,2024-03-15
sh601898,中煤能源,12.67,2024-03-15
sh601899,紫金矿业,27.82,2024-03-15
sh601900,南方传媒,11.14,2024-03-15
sh601901,方正证券,7.32,2024-03-15
sh601908,京运通,3.0,2024-03-15
sh601916,浙商银行,2.72,2024-03-15
sh601918,新集能源,9.18,2024-03-15
sh601919,中远海控,13.72,2024-03-15
sh601921,浙版传媒,6.9,2024-03-15
sh601928,凤凰传媒,8.91,2024-03-15
sh601929,吉视传媒,2.27,2024-03-15
sh601933,永辉超市,3.09,2024-03-15
sh601939,建设银行,9.49,2024-03-15
sh601949,中国出版,4.86,2024-03-15
sh601952,苏垦农发,7.75,2024-03-15
sh601956,东贝集团,4.98,2024-03-15
sh601958,金钼股份,25.01,2024-03-15
sh601963,重庆银行,9.92,2024-03-15
sh601965,中国汽研,12.54,2024-03-15
sh601966,玲珑轮胎,10.74,2024-03-15
sh601968,宝钢包装,4.06,2024-03-15
sh601969,海南矿业,8.66,2024-03-15
sh601975,招商南油,3.69,2024-03-15
sh601985,中国核电,8.86,2024-03-15
sh601988,中国银行,5.56,2024-03-15
sh601990,南京证券,6.73,2024-03-15
sh601991,大唐发电,7.67,2024-03-15
sh601992,金隅集团,1.39,2024-03-15
sh601995,中金公司,36.38,2024-03-15
sh601996,丰林集团,2.15,2024-03-15
sh601997,贵阳银行,5.22,2024-03-15
sh601998,中信银行,6.99,2024-03-15
sh601999,出版传媒,5.77,2024-03-15
sh603000,人民网,15.32,2024-03-15
sh603001,奥康国际,11.46,2024-03-15
sh603002,宏昌电子,22.38,2024-03-15
sh603004,鼎龙科技,23.45,2024-03-15
sh603005,晶方科技,43.38,2024-03-15
sh603006,联明股份,14.82,2024-03-15
sh603007,顺景科技,6.0,2024-03-15
sh603008,ST喜临门,8.41,2024-03-15
sh603009,北特科技,53.34,2024-03-15
sh603010,万盛股份,16.88,2024-03-15
sh603011,合锻智能,31.45,2024-03-15
sh603012,创力集团,8.82,2024-03-15
sh603013,亚普股份,17.66,2024-03-15
sh603014,威高血净,35.98,2024-03-15
sh603015,弘讯科技,12.0,2024-03-15
sh603016,新宏泰,34.46,2024-03-15
sh603017,中衡设计,10.3,2024-03-15
sh603018,华设集团,5.37,2024-03-15
sh603019,中科曙光,92.68,2024-03-15
sh603020,爱普股份,13.35,2024-03-15
sh603021,*ST华鹏,7.47,2024-03-15
sh603022,新通联,8.34,2024-03-15
sh603023,威帝股份,3.82,2024-03-15
sh603025,大豪科技,14.06,2024-03-15
sh603026,石大胜华,89.88,2024-03-15
sh603027,千禾味业,7.09,2024-03-15
sh603028,赛福天,6.94,2024-03-15
sh603029,天鹅股份,15.05,2024-03-15
sh603030,全筑股份,2.08,2024-03-15
sh603031,安孚科技,52.82,2024-03-15
sh603032,德新科技,27.6,2024-03-15
sh603033,三维股份,9.95,2024-03-15
sh603035,常熟汽饰,11.43,2024-03-15
sh603036,如通股份,14.27,2024-03-15
sh603037,凯众股份,10.65,2024-03-15
sh603038,华立股份,15.9,2024-03-15
sh603039,泛微网络,34.89,2024-03-15
sh603040,新坐标,71.71,2024-03-15
sh603041,美思德,10.82,2024-03-15
sh603042,华脉科技,13.27,2024-03-15
sh603043,广州酒家,13.32,2024-03-15
sh603045,福达合金,75.9,2024-03-15
sh603048,浙江黎明,19.33,2024-03-15
sh603049,中策橡胶,46.65,2024-03-15
sh603050,科林电气,20.63,2024-03-15
sh603051,鹿山新材,21.91,2024-03-15
sh603052,可川科技,75.29,2024-03-15
sh603053,成都燃气,8.87,2024-03-15
sh603055,台华新材,8.7,2024-03-15
sh603057,紫燕食品,23.66,2024-03-15
sh603058,永吉股份,8.75,2024-03-15
sh603059,倍加洁,25.76,2024-03-15
sh603060,国检集团,5.69,2024-03-15
sh603061,金海通,472.73,2024-03-15
sh603062,麦加芯彩,40.96,2024-03-15
sh603063,禾望电气,43.52,2024-03-15
sh603065,宿迁联盛,18.8,2024-03-15
sh603066,音飞储存,10.75,2024-03-15
sh603067,振华股份,44.3,2024-03-15
sh603068,博通集成,38.95,2024-03-15
sh603069,海汽集团,13.01,2024-03-15
sh603070,万控智造,12.98,2024-03-15
sh603071,物产环能,11.67,2024-03-15
sh603072,天和磁材,40.05,2024-03-15
sh603073,彩蝶实业,15.9,2024-03-15
sh603075,热威股份,22.71,2024-03-15
sh603076,乐惠国际,21.8,2024-03-15
sh603077,和邦生物,2.33,2024-03-15
sh603078,江化微,56.26,2024-03-15
sh603079,圣达生物,12.0,2024-03-15
sh603080,新疆火炬,19.86,2024-03-15
sh603081,大丰实业,9.18,2024-03-15
sh603082,北自科技,39.8,2024-03-15
sh603083,剑桥科技,209.37,2024-03-15
sh603085,天成自控,11.22,2024-03-15
sh603086,先达股份,5.6,2024-03-15
sh603087,甘李药业,60.99,2024-03-15
sh603088,宁波精达,10.24,2024-03-15
sh603089,正裕工业,8.93,2024-03-15
sh603090,宏盛股份,49.82,2024-03-15
sh603091,众鑫股份,50.85,2024-03-15
sh603092,德力佳,54.34,2024-03-15
sh603093,南华期货,18.7,2024-03-15
sh603095,越剑智能,14.75,2024-03-15
sh603096,新经典,14.21,2024-03-15
sh603097,DR江苏华,18.67,2024-03-15
sh603098,森特股份,10.84,2024-03-15
sh603099,长白山,35.76,2024-03-15
sh603100,川仪股份,18.31,2024-03-15
sh603101,汇嘉时代,6.91,2024-03-15
sh603102,百合股份,33.6,2024-03-15
sh603103,横店影视,14.97,2024-03-15
sh603105,芯能科技,7.09,2024-03-15
sh603106,恒银科技,7.17,2024-03-15
sh603107,上海汽配,11.94,2024-03-15
sh603108,润达医疗,9.5,2024-03-15
sh603109,神驰机电,17.59,2024-03-15
sh603110,东方材料,21.12,2024-03-15
sh603111,康尼机电,5.95,2024-03-15
sh603112,华翔股份,17.31,2024-03-15
sh603113,金能科技,4.32,2024-03-15
sh603115,海星股份,107.0,2024-03-15
sh603116,红蜻蜓,6.08,2024-03-15
sh603117,万林物流,3.62,2024-03-15
sh603118,共进股份,12.2,2024-03-15
sh603119,浙江荣泰,74.81,2024-03-15
sh603120,肯特催化,57.27,2024-03-15
sh603121,华培动力,13.26,2024-03-15
sh603122,合富中国,11.48,2024-03-15
sh603123,翠微股份,8.24,2024-03-15
sh603124,江南新材,172.63,2024-03-15
sh603125,常青科技,28.87,2024-03-15
sh603126,中材节能,6.29,2024-03-15
sh603127,昭衍新药,40.56,2024-03-15
sh603128,华贸物流,5.28,2024-03-15
sh603129,春风动力,262.93,2024-03-15
sh603130,云中马,40.32,2024-03-15
sh603131,上海沪工,18.9,2024-03-15
sh603132,金徽股份,16.53,2024-03-15
sh603135,中重科技,14.56,2024-03-15
sh603136,天目湖,8.77,2024-03-15
sh603137,恒尚节能,17.22,2024-03-15
sh603138,海量数据,13.86,2024-03-15
sh603139,康惠股份,41.56,2024-03-15
sh603150,万朗磁塑,69.75,2024-03-15
sh603151,邦基科技,11.65,2024-03-15
sh603153,上海建科,13.45,2024-03-15
sh603155,新亚强,26.88,2024-03-15
sh603156,养元饮品,44.57,2024-03-15
sh603158,腾龙股份,11.84,2024-03-15
sh603159,上海亚虹,17.7,2024-03-15
sh603160,汇顶科技,59.03,2024-03-15
sh603161,科华控股,14.17,2024-03-15
sh603162,海通发展,9.63,2024-03-15
sh603163,圣晖集成,125.4,2024-03-15
sh603165,荣晟环保,14.7,2024-03-15
sh603166,福达股份,14.24,2024-03-15
sh603167,渤海轮渡,9.0,2024-03-15
sh603168,莎普爱思,5.08,2024-03-15
sh603169,兰石重装,6.78,2024-03-15
sh603170,宝立食品,11.82,2024-03-15
sh603171,税友股份,39.54,2024-03-15
sh603172,万丰股份,17.6,2024-03-15
sh603173,福斯达,38.81,2024-03-15
sh603175,超颖电子,85.71,2024-03-15
sh603176,汇通集团,4.44,2024-03-15
sh603177,德创环保,8.38,2024-03-15
sh603178,圣龙股份,15.68,2024-03-15
sh603179,新泉股份,53.47,2024-03-15
sh603180,金牌家居,15.47,2024-03-15
sh603181,皇马科技,15.89,2024-03-15
sh603182,嘉华股份,12.19,2024-03-15
sh603183,建研院,3.75,2024-03-15
sh603185,弘元绿能,15.57,2024-03-15
sh603186,华正新材,199.99,2024-03-15
sh603187,海容冷链,12.17,2024-03-15
sh603188,亚邦股份,4.11,2024-03-15
sh603189,*ST网达,11.2,2024-03-15
sh603190,亚通精工,24.93,2024-03-15
sh603191,望变电气,15.82,2024-03-15
sh603192,汇得科技,18.01,2024-03-15
sh603193,润本股份,19.47,2024-03-15
sh603194,中力股份,35.28,2024-03-15
sh603195,公牛集团,38.01,2024-03-15
sh603196,璞源材料,23.45,2024-03-15
sh603197,保隆科技,30.23,2024-03-15
sh603198,迎驾贡酒,31.58,2024-03-15
sh603199,九华旅游,32.07,2024-03-15
sh603200,上海洗霸,42.73,2024-03-15
sh603201,常润股份,14.18,2024-03-15
sh603202,天有为,51.95,2024-03-15
sh603203,快克智能,58.7,2024-03-15
sh603205,健尔康,21.48,2024-03-15
sh603206,嘉环科技,15.58,2024-03-15
sh603207,XD小方制,23.59,2024-03-15
sh603208,江山欧派,11.14,2024-03-15
sh603209,兴通股份,13.32,2024-03-15
sh603210,泰鸿万立,14.01,2024-03-15
sh603211,晋拓股份,35.94,2024-03-15
sh603212,赛伍技术,12.43,2024-03-15
sh603213,镇洋发展,14.12,2024-03-15
sh603214,爱婴室,13.05,2024-03-15
sh603215,比依股份,15.0,2024-03-15
sh603216,梦天家居,21.57,2024-03-15
sh603217,元利科技,22.8,2024-03-15
sh603218,日月股份,10.34,2024-03-15
sh603219,富佳股份,16.78,2024-03-15
sh603220,中贝通信,20.88,2024-03-15
sh603221,爱丽家居,10.71,2024-03-15
sh603222,济民健康,8.16,2024-03-15
sh603223,恒通股份,14.15,2024-03-15
sh603225,新凤鸣,19.8,2024-03-15
sh603226,菲林格尔,52.0,2024-03-15
sh603227,雪峰科技,7.19,2024-03-15
sh603228,景旺电子,71.97,2024-03-15
sh603229,奥翔药业,8.46,2024-03-15
sh603230,内蒙新华,9.11,2024-03-15
sh603231,索宝蛋白,15.79,2024-03-15
sh603232,格尔软件,14.91,2024-03-15
sh603233,大参林,17.05,2024-03-15
sh603235,天新药业,23.34,2024-03-15
sh603236,移远通信,51.8,2024-03-15
sh603237,五芳斋,13.2,2024-03-15
sh603238,诺邦股份,11.88,2024-03-15
sh603239,浙江仙通,15.5,2024-03-15
sh603248,锡华科技,21.54,2024-03-15
sh603255,鼎际得,33.47,2024-03-15
sh603256,宏和科技,238.0,2024-03-15
sh603257,中国瑞林,84.0,2024-03-15
sh603258,电魂网络,12.14,2024-03-15
sh603259,药明康德,124.12,2024-03-15
sh603260,合盛硅业,45.57,2024-03-15
sh603261,立航科技,51.29,2024-03-15
sh603262,技源集团,25.84,2024-03-15
sh603266,天龙股份,18.06,2024-03-15
sh603267,鸿远电子,68.63,2024-03-15
sh603268,松发股份,148.5,2024-03-15
sh603269,海鸥股份,15.94,2024-03-15
sh603270,金帝股份,34.3,2024-03-15
sh603271,永杰新材,46.05,2024-03-15
sh603272,*ST联翔,25.11,2024-03-15
sh603273,天元智能,14.17,2024-03-15
sh603275,众辰科技,41.65,2024-03-15
sh603276,恒兴新材,16.22,2024-03-15
sh603277,银都股份,10.84,2024-03-15
sh603278,大业股份,12.11,2024-03-15
sh603279,景津装备,12.47,2024-03-15
sh603280,南方路机,26.8,2024-03-15
sh603281,DR江瀚新,25.51,2024-03-15
sh603282,亚光股份,14.93,2024-03-15
sh603283,赛腾股份,68.05,2024-03-15
sh603284,林平发展,39.71,2024-03-15
sh603285,键邦股份,46.52,2024-03-15
sh603286,日盈电子,56.96,2024-03-15
sh603288,海天味业,34.01,2024-03-15
sh603289,泰瑞机器,8.5,2024-03-15
sh603290,斯达半导,129.35,2024-03-15
sh603291,联合水务,8.47,2024-03-15
sh603293,埃泰克,41.95,2024-03-15
sh603296,华勤技术,68.88,2024-03-15
sh603297,永新光学,127.11,2024-03-15
sh603298,杭叉集团,26.27,2024-03-15
sh603299,苏盐井神,9.02,2024-03-15
sh603300,海南华铁,4.66,2024-03-15
sh603301,振德医疗,86.01,2024-03-15
sh603303,得邦照明,24.76,2024-03-15
sh603305,旭升集团,13.03,2024-03-15
sh603306,华懋科技,94.97,2024-03-15
sh603307,扬州金泉,24.65,2024-03-15
sh603308,应流股份,60.78,2024-03-15
sh603309,维力医疗,12.12,2024-03-15
sh603310,巍华新材,15.8,2024-03-15
sh603311,金海高科,33.0,2024-03-15
sh603312,西典新能,34.38,2024-03-15
sh603313,梦百合,5.86,2024-03-15
sh603315,福鞍股份,14.6,2024-03-15
sh603316,诚邦股份,21.44,2024-03-15
sh603317,天味食品,14.04,2024-03-15
sh603318,水发燃气,9.28,2024-03-15
sh603319,美湖股份,34.5,2024-03-15
sh603320,迪贝电气,19.06,2024-03-15
sh603321,梅轮电梯,6.08,2024-03-15
sh603322,超讯科技,29.61,2024-03-15
sh603323,苏农银行,4.01,2024-03-15
sh603324,盛剑科技,48.21,2024-03-15
sh603325,博隆技术,56.13,2024-03-15
sh603326,我乐家居,6.5,2024-03-15
sh603327,福蓉科技,8.86,2024-03-15
sh603328,依顿电子,12.02,2024-03-15
sh603329,上海雅仕,9.55,2024-03-15
sh603330,天洋新材,8.75,2024-03-15
sh603331,百达精工,11.45,2024-03-15
sh603332,苏州龙杰,10.85,2024-03-15
sh603333,福华尚纬,7.96,2024-03-15
sh603334,丰倍生物,35.54,2024-03-15
sh603335,迪生力,8.66,2024-03-15
sh603336,宏辉果蔬,7.93,2024-03-15
sh603337,杰克科技,42.21,2024-03-15
sh603338,浙江鼎力,51.67,2024-03-15
sh603339,四方科技,14.31,2024-03-15
sh603341,龙旗科技,39.0,2024-03-15
sh603344,星德胜,25.31,2024-03-15
sh603345,安井食品,81.2,2024-03-15
sh603348,文灿股份,14.18,2024-03-15
sh603350,安乃达,32.32,2024-03-15
sh603351,威尔药业,27.66,2024-03-15
sh603352,至信股份,27.22,2024-03-15
sh603353,和顺石油,36.1,2024-03-15
sh603355,莱克电气,28.6,2024-03-15
sh603356,华菱精工,18.02,2024-03-15
sh603357,设计总院,6.37,2024-03-15
sh603358,华达科技,44.04,2024-03-15
sh603359,*ST东珠,2.33,2024-03-15
sh603360,百傲化学,16.5,2024-03-15
sh603363,傲农生物,2.88,2024-03-15
sh603365,水星家纺,16.98,2024-03-15
sh603366,日出东方,7.06,2024-03-15
sh603367,辰欣药业,14.01,2024-03-15
sh603368,柳药集团,15.58,2024-03-15
sh603369,今世缘,25.09,2024-03-15
sh603370,华新精科,38.28,2024-03-15
sh603373,安邦护卫,35.85,2024-03-15
sh603375,盛景微,46.28,2024-03-15
sh603376,大明电子,25.68,2024-03-15
sh603377,ST东时,2.96,2024-03-15
sh603378,*ST亚士,5.41,2024-03-15
sh603379,三美股份,75.13,2024-03-15
sh603380,易德龙,43.13,2024-03-15
sh603381,永臻股份,15.77,2024-03-15
sh603382,海阳科技,17.91,2024-03-15
sh603383,顶点软件,27.54,2024-03-15
sh603385,惠达卫浴,5.16,2024-03-15
sh603386,骏亚科技,18.66,2024-03-15
sh603387,基蛋生物,8.27,2024-03-15
sh603389,亚振家居,57.99,2024-03-15
sh603390,通达电气,10.9,2024-03-15
sh603391,力聚热能,56.79,2024-03-15
sh603392,万泰生物,28.62,2024-03-15
sh603393,新天然气,22.61,2024-03-15
sh603395,红四方,20.82,2024-03-15
sh603396,金辰股份,26.61,2024-03-15
sh603398,*ST沐邦,14.32,2024-03-15
sh603399,永杉锂业,20.0,2024-03-15
sh603400,华之杰,54.54,2024-03-15
sh603402,陕西旅游,61.35,2024-03-15
sh603406,天富龙,26.82,2024-03-15
sh603407,长裕集团,97.81,2024-03-15
sh603408,建霖家居,10.18,2024-03-15
sh603409,汇通控股,19.69,2024-03-15
sh603416,信捷电气,60.88,2024-03-15
sh603418,友升股份,46.75,2024-03-15
sh603421,鼎信通讯,6.14,2024-03-15
sh603429,*ST集友,8.65,2024-03-15
sh603435,嘉德利,62.13,2024-03-15
sh603439,三力制药,13.47,2024-03-15
sh603444,吉比特,358.02,2024-03-15
sh603456,九洲药业,14.64,2024-03-15
sh603458,勘设股份,11.04,2024-03-15
sh603459,红板科技,97.9,2024-03-15
sh603466,风语筑,11.63,2024-03-15
sh603477,巨星农牧,15.21,2024-03-15
sh603486,科沃斯,54.68,2024-03-15
sh603488,展鹏科技,10.3,2024-03-15
sh603489,八方股份,29.19,2024-03-15
sh603496,恒为科技,22.73,2024-03-15
sh603499,翔港科技,13.88,2024-03-15
sh603500,祥和实业,10.82,2024-03-15
sh603501,豪威集团,102.3,2024-03-15
sh603505,金石资源,22.14,2024-03-15
sh603506,南都物业,10.12,2024-03-15
sh603507,振江股份,33.5,2024-03-15
sh603508,思维列控,22.2,2024-03-15
sh603511,爱慕股份,12.27,2024-03-15
sh603515,欧普照明,17.1,2024-03-15
sh603516,淳中科技,118.61,2024-03-15
sh603517,ST绝味,10.59,2024-03-15
sh603518,锦泓集团,8.19,2024-03-15
sh603519,立霸股份,15.0,2024-03-15
sh603520,司太立,10.35,2024-03-15
sh603527,众源新材,11.3,2024-03-15
sh603528,多伦科技,6.07,2024-03-15
sh603529,爱玛科技,20.01,2024-03-15
sh603530,神马电力,51.7,2024-03-15
sh603533,掌阅科技,19.26,2024-03-15
sh603535,嘉诚国际,6.36,2024-03-15
sh603536,惠发食品,8.17,2024-03-15
sh603538,美诺华,38.81,2024-03-15
sh603551,奥普科技,9.5,2024-03-15
sh603556,海兴电力,22.9,2024-03-15
sh603557,*ST起步,4.41,2024-03-15
sh603558,健盛集团,11.92,2024-03-15
sh603559,中通国脉,9.91,2024-03-15
sh603565,中谷物流,10.29,2024-03-15
sh603566,普莱柯,10.45,2024-03-15
sh603567,珍宝岛,4.79,2024-03-15
sh603568,伟明环保,15.68,2024-03-15
sh603569,长久物流,5.53,2024-03-15
sh603577,汇金通,9.86,2024-03-15
sh603578,三星新材,11.5,2024-03-15
sh603579,荣泰健康,18.88,2024-03-15
sh603580,艾艾精工,30.13,2024-03-15
sh603583,捷昌驱动,25.34,2024-03-15
sh603585,苏利股份,14.38,2024-03-15
sh603586,金麒麟,13.44,2024-03-15
sh603587,地素时尚,11.84,2024-03-15
sh603588,高能环境,19.8,2024-03-15
sh603589,XD口子窖,18.9,2024-03-15
sh603590,康辰药业,31.71,2024-03-15
sh603595,ST东尼,36.0,2024-03-15
sh603596,伯特利,27.65,2024-03-15
sh603598,引力传媒,17.09,2024-03-15
sh603599,广信股份,9.86,2024-03-15
sh603600,永艺股份,9.41,2024-03-15
sh603601,再升科技,12.3,2024-03-15
sh603602,纵横通信,11.3,2024-03-15
sh603605,珀莱雅,59.91,2024-03-15
sh603606,东方电缆,43.75,2024-03-15
sh603607,京华激光,25.14,2024-03-15
sh603608,天创时尚,25.98,2024-03-15
sh603609,禾丰股份,6.33,2024-03-15
sh603610,麒盛科技,18.5,2024-03-15
sh603611,诺力股份,18.14,2024-03-15
sh603612,索通发展,17.51,2024-03-15
sh603613,国联股份,19.64,2024-03-15
sh603615,茶花股份,18.86,2024-03-15
sh603616,韩建河山,5.84,2024-03-15
sh603617,君禾股份,6.94,2024-03-15
sh603618,杭电股份,49.0,2024-03-15
sh603619,中曼石油,19.16,2024-03-15
sh603626,科森科技,20.73,2024-03-15
sh603628,清源股份,9.63,2024-03-15
sh603629,利通电子,166.61,2024-03-15
sh603630,拉芳家化,14.06,2024-03-15
sh603633,徕木股份,7.13,2024-03-15
sh603636,南威软件,8.0,2024-03-15
sh603637,镇海股份,14.56,2024-03-15
sh603638,艾迪精密,27.9,2024-03-15
sh603639,海利尔,10.57,2024-03-15
sh603648,畅联股份,9.15,2024-03-15
sh603650,彤程新材,89.08,2024-03-15
sh603655,朗博科技,31.49,2024-03-15
sh603656,泰禾智能,17.47,2024-03-15
sh603657,春光科技,26.7,2024-03-15
sh603658,安图生物,31.02,2024-03-15
sh603659,璞泰来,28.12,2024-03-15
sh603660,苏州科达,11.13,2024-03-15
sh603661,恒林股份,39.8,2024-03-15
sh603662,柯力传感,80.0,2024-03-15
sh603663,三祥新材,85.79,2024-03-15
sh603665,康隆达,27.75,2024-03-15
sh603666,亿嘉和,30.25,2024-03-15
sh603667,五洲新春,76.15,2024-03-15
sh603668,天马科技,12.69,2024-03-15
sh603669,灵康药业,6.12,2024-03-15
sh603676,卫信康,8.81,2024-03-15
sh603677,奇精机械,13.65,2024-03-15
sh603678,火炬电子,85.48,2024-03-15
sh603679,华体科技,20.43,2024-03-15
sh603680,今创集团,10.48,2024-03-15
sh603681,永冠新材,21.62,2024-03-15
sh603682,锦和商管,8.97,2024-03-15
sh603683,晶华新材,30.18,2024-03-15
sh603685,晨丰科技,29.41,2024-03-15
sh603686,福龙马,13.89,2024-03-15
sh603687,大胜达,18.9,2024-03-15
sh603688,石英股份,69.25,2024-03-15
sh603689,皖天然气,7.33,2024-03-15
sh603690,至纯科技,32.68,2024-03-15
sh603693,江苏新能,12.7,2024-03-15
sh603696,安记食品,12.18,2024-03-15
sh603697,有友食品,10.23,2024-03-15
sh603698,航天工程,42.25,2024-03-15
sh603699,纽威股份,50.97,2024-03-15
sh603700,宁水集团,11.51,2024-03-15
sh603701,德宏股份,22.31,2024-03-15
sh603703,盛洋科技,11.05,2024-03-15
sh603706,东方环宇,19.25,2024-03-15
sh603707,健友股份,7.64,2024-03-15
sh603708,XD家家悦,8.96,2024-03-15
sh603709,中源家居,14.12,2024-03-15
sh603711,香飘飘,11.75,2024-03-15
sh603712,七一二,12.97,2024-03-15
sh603713,密尔克卫,79.23,2024-03-15
sh603716,塞力医疗,14.99,2024-03-15
sh603717,天域生物,7.33,2024-03-15
sh603718,*ST海利,3.0,2024-03-15
sh603719,良品铺子,9.01,2024-03-15
sh603721,中广天择,17.61,2024-03-15
sh603722,阿科力,39.6,2024-03-15
sh603725,天安新材,13.9,2024-03-15
sh603726,朗迪集团,35.45,2024-03-15
sh603727,博迈科,16.97,2024-03-15
sh603728,鸣志电器,68.02,2024-03-15
sh603729,ST龙韵,11.49,2024-03-15
sh603730,岱美股份,13.0,2024-03-15
sh603733,仙鹤股份,24.8,2024-03-15
sh603737,三棵树,24.61,2024-03-15
sh603738,泰晶科技,53.51,2024-03-15
sh603739,蔚蓝生物,12.35,2024-03-15
sh603755,日辰股份,24.41,2024-03-15
sh603757,大元泵业,71.99,2024-03-15
sh603758,秦安股份,10.23,2024-03-15
sh603759,海天股份,7.7,2024-03-15
sh603766,隆鑫通用,12.86,2024-03-15
sh603767,中马传动,15.8,2024-03-15
sh603768,常青股份,10.02,2024-03-15
sh603773,沃格光电,137.1,2024-03-15
sh603776,永安行,21.36,2024-03-15
sh603777,来伊份,16.44,2024-03-15
sh603778,国晟科技,11.62,2024-03-15
sh603779,威龙股份,8.25,2024-03-15
sh603786,科博达,44.28,2024-03-15
sh603787,新日股份,9.66,2024-03-15
sh603788,宁波高发,14.31,2024-03-15
sh603789,ST星农,6.35,2024-03-15
sh603790,雅运股份,25.1,2024-03-15
sh603797,联泰环保,3.99,2024-03-15
sh603798,康普顿,15.22,2024-03-15
sh603799,华友钴业,46.76,2024-03-15
sh603800,洪田股份,76.86,2024-03-15
sh603801,志邦家居,5.69,2024-03-15
sh603803,瑞斯康达,11.17,2024-03-15
sh603806,福斯特,15.76,2024-03-15
sh603808,歌力思,8.02,2024-03-15
sh603809,豪能股份,9.82,2024-03-15
sh603810,丰山集团,11.68,2024-03-15
sh603811,诚意药业,7.6,2024-03-15
sh603813,原尚股份,34.55,2024-03-15
sh603815,交建股份,5.55,2024-03-15
sh603816,顾家家居,23.23,2024-03-15
sh603817,海峡环保,5.42,2024-03-15
sh603818,曲美家居,3.19,2024-03-15
sh603819,神力股份,12.36,2024-03-15
sh603822,ST嘉澳,75.18,2024-03-15
sh603823,百合花,59.88,2024-03-15
sh603825,ST华扬,7.24,2024-03-15
sh603826,坤彩科技,23.95,2024-03-15
sh603828,*ST利达,4.64,2024-03-15
sh603829,洛凯股份,17.52,2024-03-15
sh603833,欧派家居,32.32,2024-03-15
sh603836,海程邦达,8.35,2024-03-15
sh603838,*ST四通,9.22,2024-03-15
sh603839,安正时尚,6.14,2024-03-15
sh603843,*ST正平,8.2,2024-03-15
sh603848,好太太,14.54,2024-03-15
sh603855,XD华荣股,16.5,2024-03-15
sh603856,东宏股份,13.81,2024-03-15
sh603858,步长制药,15.3,2024-03-15
sh603859,能科科技,52.3,2024-03-15
sh603860,中公高科,25.37,2024-03-15
sh603861,白云电器,12.56,2024-03-15
sh603863,松炀资源,13.6,2024-03-15
sh603866,桃李面包,3.87,2024-03-15
sh603867,新化股份,37.19,2024-03-15
sh603868,飞科电器,30.87,2024-03-15
sh603869,ST智知,8.58,2024-03-15
sh603871,嘉友国际,11.11,2024-03-15
sh603876,鼎胜新材,24.06,2024-03-15
sh603877,太平鸟,12.75,2024-03-15
sh603878,武进不锈,5.25,2024-03-15
sh603879,永悦科技,4.65,2024-03-15
sh603880,南卫股份,7.63,2024-03-15
sh603881,数据港,25.21,2024-03-15
sh603882,金域医学,23.86,2024-03-15
sh603883,XD老百姓,11.47,2024-03-15
sh603885,吉祥航空,10.42,2024-03-15
sh603886,元祖股份,13.11,2024-03-15
sh603887,城地香江,9.39,2024-03-15
sh603888,新华网,17.16,2024-03-15
sh603889,新澳股份,5.39,2024-03-15
sh603890,春秋电子,23.44,2024-03-15
sh603893,瑞芯微,180.03,2024-03-15
sh603895,天永智能,32.02,2024-03-15
sh603896,寿仙谷,14.15,2024-03-15
sh603897,长城科技,34.32,2024-03-15
sh603898,好莱客,15.02,2024-03-15
sh603899,晨光股份,21.51,2024-03-15
sh603900,莱绅通灵,6.05,2024-03-15
sh603901,永创智能,11.65,2024-03-15
