date,margin_balance,margin_buy,margin_repay,margin_net,short_balance,close_price
2026-03-13,34.3677,7.4051,6.2053,1.1998,0.6133,0.0
2026-03-16,35.1472,5.3077,4.5282,0.7794,0.589,0.0
2026-03-17,33.1626,4.7443,6.7288,-1.9846,0.5207,0.0
2026-03-18,32.4343,3.9033,4.6317,-0.7283,0.357,0.0
2026-03-19,32.2569,3.075,3.2523,-0.1773,0.3487,0.0
2026-03-20,31.3511,3.4282,4.334,-0.9058,0.3513,0.0
2026-03-23,30.3121,3.4011,4.4401,-1.039,0.3359,0.0
2026-03-24,31.632,5.2911,3.9712,1.3199,0.4222,0.0
2026-03-25,32.382,9.3857,8.6357,0.75,0.6448,0.0
2026-03-26,32.4026,6.0561,6.0355,0.0206,0.6294,0.0
2026-03-27,32.765,7.2751,6.9127,0.3624,0.6724,0.0
2026-03-30,36.084,10.144,6.825,3.319,0.7418,0.0
2026-03-31,36.3444,9.9251,9.6646,0.2604,0.7473,0.0
2026-04-01,34.7961,5.378,6.9262,-1.5483,0.7241,0.0
2026-04-02,34.8681,7.7521,7.6802,0.072,0.7375,0.0
2026-04-03,34.2022,8.9672,9.6331,-0.6659,0.8012,0.0
2026-04-07,36.2442,10.1882,8.1463,2.0419,0.8153,0.0
2026-04-08,37.8162,11.1885,9.6165,1.572,0.8211,0.0
2026-04-09,38.5076,9.9496,9.2582,0.6914,0.6248,0.0
2026-04-10,41.3291,11.4025,8.581,2.8215,0.6278,0.0
2026-04-13,42.2379,8.9732,8.0644,0.9089,0.4173,0.0
2026-04-14,42.5018,8.1648,7.9009,0.2639,0.3833,0.0
2026-04-15,43.9694,7.0349,5.5673,1.4676,0.3712,0.0
2026-04-16,45.0373,7.1781,6.1102,1.0679,0.3682,0.0
2026-04-17,47.9192,13.3829,10.501,2.8819,0.447,0.0
2026-04-20,50.9102,16.3932,13.4021,2.9911,0.5289,0.0
2026-04-21,50.6387,11.9196,12.1912,-0.2715,0.5723,0.0
2026-04-22,53.7535,16.3021,13.1873,3.1148,0.6397,0.0
2026-04-23,53.4396,20.1267,20.4406,-0.3139,0.6707,0.0
2026-04-24,54.6061,16.3182,15.1517,1.1666,0.8083,0.0
2026-04-27,51.5341,16.8545,19.9265,-3.072,0.9495,0.0
2026-04-28,49.8407,9.3175,11.0109,-1.6934,0.8281,0.0
2026-04-29,47.9827,7.0472,8.9052,-1.858,0.7889,0.0
2026-04-30,48.5079,7.9858,7.4607,0.5251,0.7118,0.0
2026-05-06,54.5807,18.2901,12.2173,6.0729,0.8099,0.0
2026-05-07,54.9856,13.6509,13.246,0.4049,0.8925,0.0
2026-05-08,55.5303,11.5367,10.9919,0.5447,0.8799,0.0
2026-05-11,58.8925,20.6776,17.3154,3.3622,0.8345,0.0
2026-05-12,61.9251,17.1368,14.1042,3.0326,0.826,0.0
2026-05-13,61.1945,11.6162,12.3468,-0.7306,0.667,0.0
2026-05-14,62.0351,11.314,10.4734,0.8406,0.6318,0.0
2026-05-15,58.9567,9.3776,12.456,-3.0783,0.5662,0.0
2026-05-18,58.9538,10.4398,10.4427,-0.003,0.5866,0.0
2026-05-19,62.7653,16.2758,12.4642,3.8116,0.7761,0.0
2026-05-20,63.6881,13.3617,12.4388,0.9228,0.7509,0.0
2026-05-21,64.157,11.5904,11.1215,0.4688,0.7994,0.0
2026-05-22,62.8565,9.2327,10.5333,-1.3005,0.7996,0.0
2026-05-25,64.1476,11.1195,9.8284,1.2911,0.8748,0.0
2026-05-26,64.2682,10.8487,10.728,0.1206,0.7538,0.0
2026-05-27,64.1606,8.1339,8.2415,-0.1076,0.843,0.0
