date,margin_balance,margin_buy,margin_repay,margin_net,short_balance,close_price
2026-02-05,84.4511,8.6032,8.3688,0.2344,0.3271,0.0
2026-02-06,82.233,4.7011,6.9193,-2.2181,0.3374,0.0
2026-02-09,81.8255,6.0833,6.4908,-0.4075,0.3278,0.0
2026-02-10,81.6717,4.1377,4.2915,-0.1538,0.3092,0.0
2026-02-11,81.2444,4.012,4.4393,-0.4274,0.2758,0.0
2026-02-12,82.1249,11.4491,10.5685,0.8806,0.283,0.0
2026-02-13,78.3509,5.4044,9.1784,-3.774,0.2622,0.0
2026-02-24,81.1367,11.6242,8.8384,2.7858,0.383,0.0
2026-02-25,81.3351,10.2413,10.0429,0.1984,0.3919,0.0
2026-02-26,81.5045,10.7578,10.5884,0.1693,0.4128,0.0
2026-02-27,80.4127,7.5423,8.6341,-1.0918,0.3655,0.0
2026-03-02,78.6438,11.9729,13.7419,-1.7689,0.3425,0.0
2026-03-03,78.3162,11.7676,12.0951,-0.3276,0.304,0.0
2026-03-04,74.9946,11.0177,14.3393,-3.3216,0.3616,0.0
2026-03-05,78.651,19.3573,15.7009,3.6564,0.4282,0.0
2026-03-06,77.8044,12.8472,13.6938,-0.8465,0.412,0.0
2026-03-09,76.8069,11.7279,12.7254,-0.9975,0.4022,0.0
2026-03-10,79.2246,11.9522,9.5345,2.4177,0.3649,0.0
2026-03-11,79.247,9.9892,9.9668,0.0224,0.3176,0.0
2026-03-12,79.8049,6.7785,6.2206,0.5579,0.2543,0.0
2026-03-13,79.0923,6.0978,6.8103,-0.7125,0.2256,0.0
2026-03-16,79.1167,6.4617,6.4373,0.0244,0.2675,0.0
2026-03-17,77.9213,5.4191,6.6144,-1.1954,0.2562,0.0
2026-03-18,77.0811,4.4065,5.2467,-0.8403,0.2531,0.0
2026-03-19,75.282,4.4587,6.2577,-1.7991,0.2446,0.0
2026-03-20,74.2387,4.3699,5.4132,-1.0433,0.2477,0.0
2026-03-23,73.8332,7.6879,8.0935,-0.4056,0.2517,0.0
2026-03-24,73.915,5.0987,5.0169,0.0818,0.2833,0.0
2026-03-25,73.5818,5.9224,6.2556,-0.3332,0.2991,0.0
2026-03-26,73.9621,3.65,3.2697,0.3802,0.298,0.0
2026-03-27,73.7794,2.6492,2.8319,-0.1827,0.2916,0.0
2026-03-30,73.8399,2.6054,2.5449,0.0605,0.2905,0.0
2026-03-31,72.2339,4.6385,6.2444,-1.6059,0.277,0.0
2026-04-01,71.8888,2.5851,2.9303,-0.3452,0.2554,0.0
2026-04-02,71.2518,2.9261,3.5631,-0.6369,0.2478,0.0
2026-04-03,70.0455,2.6818,3.8881,-1.2063,0.2388,0.0
2026-04-07,69.6992,1.9812,2.3275,-0.3463,0.2141,0.0
2026-04-08,69.4196,4.4697,4.7493,-0.2796,0.2189,0.0
2026-04-09,69.5535,3.0535,2.9196,0.1339,0.2228,0.0
2026-04-10,70.8215,5.3044,4.0364,1.268,0.2246,0.0
2026-04-13,70.5396,3.4633,3.7453,-0.282,0.1668,0.0
2026-04-14,71.1007,4.6574,4.0963,0.5611,0.1915,0.0
2026-04-15,72.1558,7.5755,6.5204,1.0551,0.3032,0.0
2026-04-16,72.7594,6.5409,5.9373,0.6036,0.2657,0.0
2026-04-17,72.045,4.223,4.9375,-0.7144,0.3006,0.0
2026-04-20,72.6644,7.3231,6.7037,0.6194,0.3275,0.0
2026-04-21,72.515,3.3708,3.5202,-0.1494,0.3225,0.0
2026-04-22,71.0138,3.8482,5.3494,-1.5013,0.2942,0.0
2026-04-23,69.1609,5.0886,6.9415,-1.8529,0.305,0.0
2026-04-24,68.3557,3.9623,4.7675,-0.8052,0.2811,0.0
2026-04-27,67.8252,3.3904,3.9209,-0.5305,0.261,0.0
2026-04-28,67.6553,4.4942,4.6641,-0.1699,0.3045,0.0
2026-04-29,68.042,3.9663,3.5796,0.3867,0.3105,0.0
2026-04-30,66.0543,3.3546,5.3422,-1.9877,0.2659,0.0
2026-05-06,65.9502,6.5247,6.6289,-0.1041,0.2856,0.0
2026-05-07,65.9481,4.8188,4.8209,-0.0021,0.2865,0.0
2026-05-08,64.9868,4.5367,5.498,-0.9612,0.2685,0.0
2026-05-11,63.694,5.9441,7.2369,-1.2928,0.3032,0.0
2026-05-12,66.119,10.9471,8.522,2.425,0.3462,0.0
2026-05-13,66.722,10.8376,10.2347,0.6029,0.3722,0.0
2026-05-14,65.8826,7.1041,7.9436,-0.8394,0.3318,0.0
2026-05-15,64.9391,4.9973,5.9408,-0.9435,0.2917,0.0
2026-05-18,64.6232,2.9863,3.3022,-0.3159,0.2895,0.0
2026-05-19,64.5213,3.4408,3.5427,-0.1019,0.2812,0.0
2026-05-20,64.6324,3.4232,3.312,0.1112,0.274,0.0
2026-05-21,64.4523,4.9834,5.1636,-0.1801,0.2673,0.0
2026-05-22,63.2303,2.1565,3.3786,-1.2221,0.2533,0.0
2026-05-25,63.6164,3.879,3.4928,0.3862,0.2627,0.0
2026-05-26,63.4013,2.9702,3.1853,-0.2151,0.2569,0.0
2026-05-27,62.7398,3.1124,3.7738,-0.6615,0.2786,0.0
