date,margin_balance,margin_buy,margin_repay,margin_net,short_balance,close_price
2026-03-10,5.2131,0.5084,0.4662,0.0422,0.0174,0.0
2026-03-11,5.1325,0.4222,0.5028,-0.0806,0.0173,0.0
2026-03-12,5.1815,0.5147,0.4656,0.0491,0.0173,0.0
2026-03-13,5.3854,1.2825,1.0786,0.2039,0.0178,0.0
2026-03-16,5.6192,0.9686,0.7348,0.2337,0.0184,0.0
2026-03-17,5.5064,0.6719,0.7846,-0.1128,0.0176,0.0
2026-03-18,5.5013,0.4928,0.4979,-0.0051,0.0172,0.0
2026-03-19,5.4348,0.3561,0.4226,-0.0665,0.0166,0.0
2026-03-20,5.4404,0.4313,0.4257,0.0056,0.0166,0.0
2026-03-23,5.347,0.3009,0.3943,-0.0934,0.016,0.0
2026-03-24,5.3289,0.2924,0.3105,-0.0181,0.0162,0.0
2026-03-25,5.2043,0.2289,0.3535,-0.1246,0.0165,0.0
2026-03-26,5.2031,0.1865,0.1877,-0.0012,0.0162,0.0
2026-03-27,5.131,0.1023,0.1743,-0.072,0.0164,0.0
2026-03-30,5.0949,0.1143,0.1504,-0.0361,0.0162,0.0
2026-03-31,5.056,0.1033,0.1421,-0.0388,0.0161,0.0
2026-04-01,5.1308,0.2288,0.1541,0.0747,0.0164,0.0
2026-04-02,5.1219,0.2021,0.2109,-0.0088,0.0158,0.0
2026-04-03,5.0998,0.1541,0.1762,-0.0221,0.0154,0.0
2026-04-07,5.0689,0.1271,0.158,-0.0309,0.0155,0.0
2026-04-08,5.0223,0.1767,0.2233,-0.0466,0.0161,0.0
2026-04-09,4.9911,0.1211,0.1523,-0.0312,0.016,0.0
2026-04-10,4.886,0.0861,0.1912,-0.1052,0.0161,0.0
2026-04-13,4.8549,0.1366,0.1676,-0.031,0.0161,0.0
2026-04-14,4.8318,0.1765,0.1996,-0.0231,0.0162,0.0
2026-04-15,4.8635,0.1762,0.1445,0.0317,0.0161,0.0
2026-04-16,4.8227,0.1306,0.1713,-0.0407,0.0161,0.0
2026-04-17,4.8378,0.1889,0.1738,0.0151,0.0163,0.0
2026-04-20,4.9065,0.2454,0.1767,0.0687,0.0166,0.0
2026-04-21,4.7735,0.1943,0.3273,-0.133,0.0163,0.0
2026-04-22,4.7814,0.3188,0.3109,0.0079,0.016,0.0
2026-04-23,4.797,0.2127,0.1971,0.0156,0.0159,0.0
2026-04-24,4.7994,0.162,0.1596,0.0025,0.0157,0.0
2026-04-27,4.795,0.1804,0.1849,-0.0045,0.015,0.0
2026-04-28,5.0416,0.69,0.4434,0.2466,0.0141,0.0
2026-04-29,4.8947,0.1612,0.308,-0.1469,0.0141,0.0
2026-04-30,4.8653,0.1681,0.1975,-0.0294,0.0142,0.0
2026-05-06,4.7353,0.1381,0.2681,-0.1301,0.0142,0.0
2026-05-07,4.757,0.2642,0.2425,0.0217,0.0145,0.0
2026-05-08,4.7804,0.1813,0.1579,0.0234,0.0146,0.0
2026-05-11,4.8196,0.2638,0.2246,0.0392,0.0147,0.0
2026-05-12,4.8576,0.1565,0.1185,0.038,0.0146,0.0
2026-05-13,4.8523,0.1602,0.1655,-0.0053,0.0146,0.0
2026-05-14,4.7861,0.0839,0.15,-0.0662,0.0141,0.0
2026-05-15,4.694,0.0807,0.1729,-0.0921,0.014,0.0
2026-05-18,4.6629,0.0574,0.0885,-0.0311,0.0139,0.0
2026-05-19,4.6614,0.085,0.0865,-0.0015,0.0138,0.0
2026-05-20,4.5662,0.1429,0.2381,-0.0952,0.0135,0.0
2026-05-21,4.5458,0.1591,0.1795,-0.0204,0.0131,0.0
2026-05-22,4.5157,0.0856,0.1158,-0.0301,0.0133,0.0
2026-05-25,4.4249,0.0814,0.1722,-0.0908,0.0127,0.0
2026-05-26,4.4057,0.1102,0.1294,-0.0192,0.0129,0.0
2026-05-27,4.4208,0.1068,0.0918,0.0151,0.0127,0.0
2026-05-28,4.4169,0.1541,0.158,-0.0039,0.0132,0.0
2026-05-29,4.4275,0.147,0.1364,0.0106,0.0126,0.0
2026-06-01,4.3219,0.063,0.1687,-0.1057,0.0126,0.0
2026-06-02,4.3063,0.0944,0.11,-0.0156,0.0124,0.0
2026-06-03,4.2773,0.0819,0.1109,-0.0289,0.0124,0.0
2026-06-04,4.2039,0.0735,0.1469,-0.0735,0.0122,0.0
2026-06-05,4.1815,0.1343,0.1567,-0.0224,0.0123,0.0
2026-06-08,4.1555,0.1032,0.1291,-0.026,0.012,0.0
2026-06-09,4.12,0.0612,0.0968,-0.0355,0.012,0.0
2026-06-10,4.0857,0.0757,0.11,-0.0343,0.0116,0.0
2026-06-11,4.0712,0.0671,0.0816,-0.0145,0.011,0.0
2026-06-12,3.9504,0.1059,0.2267,-0.1209,0.0113,0.0
2026-06-15,3.9848,0.127,0.0925,0.0344,0.0129,0.0
2026-06-16,3.7094,0.0647,0.3402,-0.2755,0.0142,0.0
2026-06-17,3.8371,1.4167,1.2889,0.1278,0.0158,0.0
2026-06-18,3.7149,0.8772,0.9994,-0.1222,0.014,0.0
2026-06-22,3.8502,0.7586,0.6233,0.1353,0.013,0.0
2026-06-23,3.8216,0.4375,0.4661,-0.0286,0.0129,0.0
2026-06-24,3.8224,0.3232,0.3224,0.0008,0.0121,0.0
2026-06-25,3.8307,0.3572,0.3489,0.0083,0.0122,0.0
2026-06-26,3.5783,0.2231,0.4756,-0.2524,0.012,0.0
2026-06-29,3.5299,0.1643,0.2127,-0.0483,0.0132,0.0
2026-06-30,3.6487,0.5698,0.451,0.1188,0.014,0.0
2026-07-01,3.6444,0.4826,0.4869,-0.0043,0.0135,0.0
2026-07-02,3.6817,0.3295,0.2922,0.0373,0.0135,0.0
2026-07-03,3.8037,0.4251,0.3032,0.1219,0.0135,0.0
2026-07-06,3.6843,0.3296,0.449,-0.1194,0.0126,0.0
2026-07-07,3.678,0.1496,0.1559,-0.0063,0.0124,0.0
2026-07-08,3.6829,0.1418,0.1368,0.005,0.0122,0.0
2026-07-09,3.654,0.2064,0.2354,-0.029,0.0122,0.0
2026-07-10,3.6246,0.168,0.1973,-0.0293,0.0123,0.0
2026-07-13,3.6513,0.1468,0.1201,0.0266,0.0117,0.0
2026-07-14,3.5965,0.0818,0.1366,-0.0548,0.0117,0.0
2026-07-15,3.5785,0.0782,0.0961,-0.0179,0.0117,0.0
2026-07-16,3.5268,0.0713,0.1231,-0.0517,0.0116,0.0
2026-07-17,3.4907,0.1763,0.2124,-0.0361,0.0118,0.0
2026-07-20,3.431,0.1442,0.2039,-0.0597,0.0122,0.0
2026-07-21,3.4115,0.1315,0.1509,-0.0195,0.0122,0.0
2026-07-22,3.4652,0.1461,0.0924,0.0537,0.0117,0.0
2026-07-23,3.4584,0.1311,0.1379,-0.0068,0.0119,0.0
2026-07-24,3.4382,0.1578,0.1781,-0.0203,0.012,0.0
2026-07-27,3.4553,0.1902,0.1731,0.0171,0.0124,0.0
2026-07-28,3.544,0.279,0.1903,0.0887,0.0123,0.0
2026-07-29,3.5582,0.1796,0.1653,0.0142,0.0125,0.0
2026-07-30,3.5422,0.1679,0.1839,-0.0159,0.0124,0.0
2026-07-31,3.4834,0.118,0.1769,-0.0589,0.0124,0.0
2026-08-03,3.4621,0.3735,0.3948,-0.0213,0.0133,0.0
