date,margin_balance,margin_buy,margin_repay,margin_net,short_balance,close_price
2026-03-10,8.3559,0.5948,0.4267,0.168,0.0215,0.0
2026-03-11,8.3368,0.4439,0.4629,-0.019,0.028,0.0
2026-03-12,8.3635,0.5976,0.571,0.0266,0.0207,0.0
2026-03-13,8.6133,0.6995,0.4497,0.2498,0.0191,0.0
2026-03-16,8.7361,0.69,0.5672,0.1229,0.0227,0.0
2026-03-17,8.8421,0.3579,0.2519,0.1059,0.0156,0.0
2026-03-18,8.97,0.3173,0.1894,0.1279,0.0232,0.0
2026-03-19,9.0543,0.4019,0.3176,0.0844,0.0346,0.0
2026-03-20,9.0413,0.2128,0.2259,-0.013,0.0347,0.0
2026-03-23,8.8529,0.3107,0.4991,-0.1884,0.0315,0.0
2026-03-24,8.806,0.1898,0.2367,-0.0469,0.0328,0.0
2026-03-25,8.7572,0.1997,0.2484,-0.0488,0.0336,0.0
2026-03-26,8.7653,0.144,0.1359,0.0081,0.0368,0.0
2026-03-27,8.7202,0.1659,0.211,-0.0452,0.0374,0.0
2026-03-30,8.6578,0.1402,0.2027,-0.0624,0.0375,0.0
2026-03-31,8.7332,0.1926,0.1172,0.0754,0.0373,0.0
2026-04-01,8.7166,0.1319,0.1485,-0.0166,0.0386,0.0
2026-04-02,8.7173,0.1682,0.1676,0.0007,0.0378,0.0
2026-04-03,8.6226,0.113,0.2076,-0.0946,0.0372,0.0
2026-04-07,8.5911,0.1017,0.1332,-0.0315,0.0373,0.0
2026-04-08,8.5971,0.211,0.2049,0.0061,0.039,0.0
2026-04-09,8.483,0.161,0.2752,-0.1141,0.0375,0.0
2026-04-10,8.3459,0.2266,0.3637,-0.1371,0.037,0.0
2026-04-13,8.5886,0.722,0.4793,0.2427,0.0493,0.0
2026-04-14,8.6264,0.5601,0.5223,0.0378,0.0435,0.0
2026-04-15,8.5891,0.311,0.3484,-0.0374,0.0421,0.0
2026-04-16,8.534,0.1457,0.2008,-0.0551,0.041,0.0
2026-04-17,8.4875,0.2716,0.3181,-0.0465,0.0389,0.0
2026-04-20,8.3334,0.2031,0.3572,-0.1541,0.0378,0.0
2026-04-21,8.3042,0.2134,0.2426,-0.0292,0.0393,0.0
2026-04-22,8.2537,0.2246,0.2751,-0.0505,0.0364,0.0
2026-04-23,8.221,0.2124,0.2452,-0.0328,0.0384,0.0
2026-04-24,8.2552,0.194,0.1598,0.0342,0.0326,0.0
2026-04-27,8.4269,0.7665,0.5948,0.1717,0.0341,0.0
2026-04-28,8.4781,0.497,0.4458,0.0512,0.0317,0.0
2026-04-29,8.3159,1.2382,1.4005,-0.1622,0.0596,0.0
2026-04-30,8.3972,1.455,1.3737,0.0813,0.0458,0.0
2026-05-06,7.8414,0.8067,1.3625,-0.5558,0.0339,0.0
2026-05-07,7.6157,0.8956,1.1213,-0.2257,0.0616,0.0
2026-05-08,7.3556,0.9108,1.1709,-0.2601,0.0352,0.0
2026-05-11,7.1823,0.7382,0.9115,-0.1733,0.0329,0.0
2026-05-12,7.0198,0.5027,0.6652,-0.1625,0.03,0.0
2026-05-13,6.891,0.4174,0.5462,-0.1287,0.0288,0.0
2026-05-14,6.8125,0.4666,0.5451,-0.0785,0.0275,0.0
2026-05-15,6.6198,0.6296,0.8223,-0.1927,0.0264,0.0
2026-05-18,6.562,0.8727,0.9306,-0.0579,0.0318,0.0
2026-05-19,6.3769,0.328,0.5131,-0.1851,0.0289,0.0
2026-05-20,6.5217,0.6387,0.4938,0.1449,0.0306,0.0
2026-05-21,6.5541,0.6887,0.6563,0.0324,0.0285,0.0
2026-05-22,6.4791,0.3308,0.4059,-0.0751,0.0282,0.0
2026-05-25,6.5901,0.4662,0.3552,0.1111,0.0293,0.0
2026-05-26,6.6175,0.5248,0.4975,0.0273,0.029,0.0
2026-05-27,6.6701,0.5228,0.4702,0.0526,0.0293,0.0
2026-05-28,6.6114,0.2397,0.2984,-0.0586,0.0294,0.0
2026-05-29,6.5233,0.2927,0.3809,-0.0881,0.0298,0.0
2026-06-01,6.4685,0.3039,0.3586,-0.0547,0.029,0.0
2026-06-02,6.6174,0.4514,0.3025,0.1489,0.0277,0.0
2026-06-03,6.5876,0.2665,0.2962,-0.0297,0.034,0.0
2026-06-04,6.6638,0.3797,0.3035,0.0762,0.0379,0.0
2026-06-05,6.5828,0.2365,0.3176,-0.0811,0.0378,0.0
2026-06-08,6.7992,0.4391,0.2227,0.2164,0.0372,0.0
2026-06-09,6.9247,0.3201,0.1945,0.1256,0.0372,0.0
2026-06-10,6.8677,0.2067,0.2637,-0.057,0.0377,0.0
2026-06-11,6.9573,0.2867,0.1971,0.0896,0.0368,0.0
2026-06-12,7.0344,0.3802,0.3031,0.0771,0.0407,0.0
2026-06-15,6.9664,0.2361,0.304,-0.0679,0.0426,0.0
2026-06-16,7.0083,0.3693,0.3274,0.0419,0.0439,0.0
2026-06-17,7.0869,0.2871,0.2086,0.0786,0.0478,0.0
2026-06-18,7.0386,0.2334,0.2816,-0.0483,0.0513,0.0
2026-06-22,7.2614,0.7105,0.4877,0.2228,0.0607,0.0
2026-06-23,7.5619,0.9024,0.6019,0.3005,0.0593,0.0
2026-06-24,7.5199,0.3663,0.4084,-0.0421,0.0585,0.0
2026-06-25,7.4502,0.4287,0.4984,-0.0696,0.0613,0.0
2026-06-26,7.6074,0.5542,0.3971,0.1571,0.0558,0.0
2026-06-29,7.644,0.391,0.3544,0.0366,0.0478,0.0
2026-06-30,7.8144,0.5499,0.3794,0.1705,0.0502,0.0
2026-07-01,7.971,0.7806,0.624,0.1566,0.0544,0.0
2026-07-02,8.0041,0.6823,0.6492,0.0331,0.048,0.0
2026-07-03,8.0924,0.9121,0.8238,0.0883,0.0506,0.0
2026-07-06,8.3377,1.0541,0.8088,0.2453,0.0653,0.0
2026-07-07,7.9601,1.3566,1.7342,-0.3777,0.0646,0.0
2026-07-08,8.1399,1.2407,1.0609,0.1799,0.0642,0.0
2026-07-09,8.3197,0.9944,0.8146,0.1798,0.0498,0.0
2026-07-10,8.0566,0.6419,0.9049,-0.2631,0.0445,0.0
2026-07-13,8.1384,0.5848,0.5031,0.0817,0.0373,0.0
2026-07-14,8.073,0.4972,0.5626,-0.0654,0.0421,0.0
2026-07-15,8.071,0.4296,0.4316,-0.002,0.0429,0.0
2026-07-16,8.2319,0.5171,0.3562,0.1609,0.0356,0.0
2026-07-17,8.1741,0.3835,0.4414,-0.0578,0.0294,0.0
2026-07-20,8.2605,0.4072,0.3208,0.0864,0.0275,0.0
2026-07-21,8.419,0.4356,0.2771,0.1586,0.0265,0.0
2026-07-22,8.4311,0.2464,0.2343,0.0121,0.0268,0.0
2026-07-23,8.4075,0.2707,0.2943,-0.0236,0.0251,0.0
2026-07-24,8.3708,0.2788,0.3156,-0.0368,0.0239,0.0
2026-07-27,8.3304,0.3043,0.3446,-0.0403,0.024,0.0
2026-07-28,8.4016,0.3346,0.2635,0.0711,0.0256,0.0
2026-07-29,8.413,0.3863,0.3749,0.0114,0.0252,0.0
2026-07-30,8.4657,0.3508,0.2981,0.0527,0.0252,0.0
2026-07-31,8.2806,0.489,0.6741,-0.1851,0.0272,0.0
2026-08-03,8.2109,0.3659,0.4356,-0.0697,0.0258,0.0
