date,margin_balance,margin_buy,margin_repay,margin_net,short_balance,close_price
2026-03-10,21.1874,1.6647,1.1886,0.4761,0.2814,0.0
2026-03-11,20.9905,1.2582,1.4551,-0.1969,0.2793,0.0
2026-03-12,20.9392,0.9418,0.9931,-0.0513,0.2744,0.0
2026-03-13,20.9242,0.731,0.746,-0.015,0.2699,0.0
2026-03-16,21.0326,1.9382,1.8299,0.1083,0.2845,0.0
2026-03-17,20.9557,5.6064,5.6833,-0.0769,0.3191,0.0
2026-03-18,21.6141,3.7087,3.0503,0.6584,0.298,0.0
2026-03-19,21.5076,1.911,2.0175,-0.1065,0.2787,0.0
2026-03-20,21.3493,1.3218,1.4801,-0.1583,0.2745,0.0
2026-03-23,21.1587,1.2902,1.4808,-0.1906,0.2508,0.0
2026-03-24,21.0188,0.7181,0.858,-0.1399,0.2652,0.0
2026-03-25,20.6087,1.1065,1.5166,-0.4101,0.274,0.0
2026-03-26,20.6743,0.9489,0.8832,0.0656,0.2569,0.0
2026-03-27,20.2727,0.6271,1.0287,-0.4015,0.2677,0.0
2026-03-30,19.9309,0.6434,0.9853,-0.3419,0.2568,0.0
2026-03-31,19.9137,0.4986,0.5158,-0.0172,0.2594,0.0
2026-04-01,19.9971,0.7981,0.7147,0.0834,0.2688,0.0
2026-04-02,19.9213,0.5941,0.6699,-0.0758,0.2607,0.0
2026-04-03,19.6996,0.4558,0.6775,-0.2217,0.2565,0.0
2026-04-07,19.6669,0.4257,0.4583,-0.0327,0.2561,0.0
2026-04-08,19.8941,1.85,1.6228,0.2272,0.2672,0.0
2026-04-09,19.7761,1.4676,1.5856,-0.118,0.2651,0.0
2026-04-10,19.7611,1.2623,1.2774,-0.015,0.2696,0.0
2026-04-13,19.9567,1.3601,1.1645,0.1956,0.2728,0.0
2026-04-14,20.1807,1.8353,1.6114,0.224,0.2802,0.0
2026-04-15,19.8492,1.2447,1.5762,-0.3315,0.2735,0.0
2026-04-16,19.6111,0.7228,0.9608,-0.238,0.2752,0.0
2026-04-17,19.5915,0.9434,0.9631,-0.0197,0.2756,0.0
2026-04-20,19.8986,1.5951,1.2881,0.3071,0.2776,0.0
2026-04-21,19.6445,0.7285,0.9825,-0.254,0.2743,0.0
2026-04-22,19.4381,1.0508,1.2573,-0.2065,0.2787,0.0
2026-04-23,19.5069,1.1295,1.0607,0.0688,0.2753,0.0
2026-04-24,19.517,2.3108,2.3007,0.0101,0.2542,0.0
2026-04-27,19.3978,1.1147,1.2339,-0.1192,0.2517,0.0
2026-04-28,19.4266,1.1888,1.16,0.0288,0.2486,0.0
2026-04-29,19.2022,0.7642,0.9886,-0.2244,0.2487,0.0
2026-04-30,19.1797,0.7449,0.7674,-0.0225,0.2461,0.0
2026-05-06,18.6958,1.183,1.667,-0.4839,0.254,0.0
2026-05-07,18.6695,1.0718,1.0981,-0.0263,0.2598,0.0
2026-05-08,18.5263,0.9268,1.07,-0.1433,0.2586,0.0
2026-05-11,18.4419,1.1012,1.1855,-0.0843,0.2583,0.0
2026-05-12,18.7166,1.6454,1.3707,0.2747,0.2635,0.0
2026-05-13,18.5854,1.1277,1.2589,-0.1312,0.2635,0.0
2026-05-14,18.7442,1.4135,1.2547,0.1588,0.2529,0.0
2026-05-15,18.4266,0.753,1.0705,-0.3175,0.2497,0.0
2026-05-18,18.2749,0.8494,1.0012,-0.1518,0.2373,0.0
2026-05-19,17.8427,0.8505,1.2826,-0.4321,0.2383,0.0
2026-05-20,17.6336,0.611,0.8202,-0.2092,0.2334,0.0
2026-05-21,17.5793,1.0076,1.0619,-0.0542,0.2219,0.0
2026-05-22,17.1873,0.5009,0.8929,-0.3921,0.2293,0.0
2026-05-25,16.9632,0.596,0.8201,-0.2241,0.2369,0.0
2026-05-26,16.7968,0.5608,0.7273,-0.1665,0.2368,0.0
2026-05-27,17.3247,1.7606,1.2327,0.5279,0.2433,0.0
2026-05-28,16.9596,0.9216,1.2867,-0.365,0.2471,0.0
2026-05-29,17.0954,1.1095,0.9737,0.1358,0.2462,0.0
2026-06-01,17.0695,1.0975,1.1235,-0.026,0.251,0.0
2026-06-02,16.9831,0.99,1.0764,-0.0864,0.2423,0.0
2026-06-03,16.9431,1.2017,1.2417,-0.04,0.2442,0.0
2026-06-04,16.8523,0.9617,1.0524,-0.0907,0.2368,0.0
2026-06-05,16.6498,0.8083,1.0108,-0.2025,0.2301,0.0
2026-06-08,16.1921,0.7432,1.201,-0.4577,0.2135,0.0
2026-06-09,16.1381,0.4826,0.5366,-0.0539,0.2169,0.0
2026-06-10,16.0937,0.6836,0.7281,-0.0444,0.2158,0.0
2026-06-11,15.8658,0.535,0.7628,-0.2279,0.2071,0.0
2026-06-12,15.8224,0.9818,1.0252,-0.0434,0.2088,0.0
2026-06-15,15.5771,0.9215,1.1668,-0.2453,0.225,0.0
2026-06-16,15.6194,1.0737,1.0313,0.0423,0.2265,0.0
2026-06-17,15.3704,0.7746,1.0236,-0.249,0.224,0.0
2026-06-18,15.3416,0.8073,0.8361,-0.0288,0.2212,0.0
2026-06-22,15.1154,0.711,0.9371,-0.2261,0.2182,0.0
2026-06-23,14.9273,0.5394,0.7275,-0.1881,0.2109,0.0
2026-06-24,14.8858,0.4548,0.4963,-0.0415,0.209,0.0
2026-06-25,14.8825,0.5082,0.5115,-0.0033,0.2055,0.0
