date,margin_balance,margin_buy,margin_repay,margin_net,short_balance,close_price
2026-03-13,6.3289,0.4883,0.4598,0.0285,0.1859,0.0
2026-03-16,6.4727,0.4368,0.293,0.1438,0.1654,0.0
2026-03-17,6.6501,0.5224,0.345,0.1774,0.1621,0.0
2026-03-18,6.6505,0.2099,0.2095,0.0004,0.1629,0.0
2026-03-19,6.4945,0.3357,0.4918,-0.1561,0.1476,0.0
2026-03-20,6.3352,0.2534,0.4126,-0.1593,0.0168,0.0
2026-03-23,6.1719,0.2837,0.447,-0.1633,0.0279,0.0
2026-03-24,6.2911,0.4005,0.2813,0.1192,0.1108,0.0
2026-03-25,6.0397,0.1923,0.4437,-0.2514,0.1,0.0
2026-03-26,6.1299,0.3373,0.2471,0.0902,0.1013,0.0
2026-03-27,6.2603,0.391,0.2606,0.1304,0.0997,0.0
2026-03-30,6.4469,0.6377,0.4511,0.1866,0.0691,0.0
2026-03-31,6.4622,0.1505,0.1351,0.0154,0.044,0.0
2026-04-01,6.415,0.2454,0.2927,-0.0472,0.0466,0.0
2026-04-02,6.4602,0.1593,0.114,0.0452,0.048,0.0
2026-04-03,6.3327,0.1423,0.2699,-0.1275,0.0494,0.0
2026-04-07,6.5315,0.7629,0.5641,0.1988,0.0589,0.0
2026-04-08,6.6151,0.6765,0.5929,0.0836,0.0666,0.0
2026-04-09,6.6469,0.8005,0.7688,0.0318,0.0928,0.0
2026-04-10,6.7516,0.5296,0.4249,0.1047,0.0937,0.0
2026-04-13,7.3961,1.1204,0.4759,0.6445,0.0886,0.0
2026-04-14,7.787,1.0182,0.6272,0.391,0.0885,0.0
2026-04-15,8.7468,2.6839,1.7241,0.9598,0.0874,0.0
2026-04-16,8.176,0.9109,1.4817,-0.5709,0.0867,0.0
2026-04-17,7.5973,0.8297,1.4084,-0.5786,0.0717,0.0
2026-04-20,7.364,0.5732,0.8065,-0.2334,0.0692,0.0
2026-04-21,7.3488,0.4157,0.4308,-0.0151,0.0625,0.0
2026-04-22,7.3779,0.4215,0.3925,0.0291,0.0551,0.0
2026-04-23,7.3665,0.415,0.4265,-0.0114,0.0541,0.0
2026-04-24,7.3863,0.4471,0.4273,0.0198,0.0532,0.0
2026-04-27,7.5242,0.6522,0.5143,0.1379,0.053,0.0
2026-04-28,8.1528,1.3117,0.6832,0.6285,0.0522,0.0
2026-04-29,8.3974,1.5127,1.268,0.2446,0.059,0.0
2026-04-30,8.8683,1.7897,1.3188,0.4709,0.095,0.0
2026-05-06,8.5668,0.8838,1.1853,-0.3015,0.0939,0.0
2026-05-07,8.728,1.2384,1.0771,0.1613,0.1312,0.0
2026-05-08,8.8233,1.3222,1.227,0.0952,0.0643,0.0
2026-05-11,8.7058,0.7555,0.8729,-0.1174,0.0601,0.0
2026-05-12,8.7845,0.5767,0.498,0.0787,0.0741,0.0
2026-05-13,8.7532,0.5214,0.5527,-0.0313,0.0471,0.0
2026-05-14,8.6797,0.5356,0.6092,-0.0735,0.045,0.0
2026-05-15,8.7823,0.4903,0.3878,0.1026,0.0429,0.0
2026-05-18,8.763,0.3488,0.368,-0.0193,0.0413,0.0
2026-05-19,8.6752,0.3111,0.3989,-0.0878,0.0403,0.0
2026-05-20,8.6338,0.3076,0.349,-0.0414,0.0297,0.0
2026-05-21,8.6198,0.7619,0.7759,-0.014,0.0659,0.0
2026-05-22,8.2503,0.5,0.8695,-0.3695,0.0654,0.0
2026-05-25,8.211,0.5741,0.6133,-0.0392,0.0776,0.0
2026-05-26,7.7063,0.4679,0.9726,-0.5047,0.074,0.0
2026-05-27,7.7173,0.3856,0.3746,0.011,0.0746,0.0
2026-05-28,7.7163,0.3848,0.3859,-0.0011,0.0746,0.0
2026-05-29,7.7154,0.2441,0.245,-0.0008,0.0707,0.0
2026-06-01,7.773,0.4204,0.3629,0.0576,0.0707,0.0
2026-06-02,7.6498,0.3438,0.4669,-0.1231,0.0715,0.0
2026-06-03,7.777,0.5574,0.4302,0.1272,0.0706,0.0
2026-06-04,7.8196,0.3626,0.3201,0.0426,0.0685,0.0
2026-06-05,7.7809,0.4354,0.4741,-0.0387,0.0701,0.0
2026-06-08,7.8859,0.4236,0.3186,0.1051,0.0673,0.0
2026-06-09,7.9763,0.3348,0.2444,0.0904,0.0659,0.0
2026-06-10,7.7999,0.157,0.3334,-0.1764,0.0653,0.0
2026-06-11,7.8426,0.2471,0.2044,0.0427,0.0643,0.0
2026-06-12,7.7743,0.3512,0.4195,-0.0682,0.0503,0.0
2026-06-15,7.9414,0.6212,0.4541,0.1671,0.049,0.0
2026-06-16,8.1699,0.67,0.4415,0.2284,0.0518,0.0
2026-06-17,8.0573,0.6146,0.7271,-0.1125,0.0183,0.0
2026-06-18,8.3126,0.5057,0.2504,0.2553,0.0154,0.0
2026-06-22,8.4687,0.5598,0.4037,0.1561,0.015,0.0
2026-06-23,8.3189,0.9045,1.0543,-0.1498,0.0232,0.0
2026-06-24,8.4106,1.0895,0.9979,0.0917,0.028,0.0
2026-06-25,8.7144,1.4107,1.1069,0.3038,0.0399,0.0
2026-06-26,11.1599,4.9009,2.4554,2.4455,0.1766,0.0
2026-06-29,11.1994,1.7677,1.7282,0.0395,0.1561,0.0
2026-06-30,11.7474,2.5913,2.0433,0.548,0.1348,0.0
2026-07-01,11.8665,2.3357,2.2167,0.1191,0.1481,0.0
2026-07-02,11.6009,1.7796,2.0452,-0.2656,0.1566,0.0
2026-07-03,11.4613,1.5488,1.6884,-0.1396,0.1514,0.0
2026-07-06,11.4245,1.7393,1.7762,-0.0368,0.1603,0.0
2026-07-07,11.6066,1.5057,1.3235,0.1821,0.1462,0.0
2026-07-08,11.491,1.0808,1.1964,-0.1157,0.1411,0.0
2026-07-09,11.4157,0.9672,1.0425,-0.0753,0.1405,0.0
2026-07-10,10.9769,0.6895,1.1283,-0.4388,0.1438,0.0
2026-07-13,10.4974,0.4729,0.9524,-0.4795,0.1355,0.0
2026-07-14,10.4606,0.9425,0.9793,-0.0368,0.1909,0.0
2026-07-15,10.5027,1.2709,1.2288,0.0421,0.2117,0.0
2026-07-16,10.6799,0.9331,0.7559,0.1772,0.205,0.0
2026-07-17,10.1725,0.8777,1.3851,-0.5074,0.2237,0.0
2026-07-20,9.7083,1.4383,1.9026,-0.4642,0.2303,0.0
2026-07-21,9.7629,1.0842,1.0296,0.0547,0.2198,0.0
2026-07-22,9.5122,0.9026,1.1533,-0.2507,0.2314,0.0
2026-07-23,9.4874,1.3386,1.3634,-0.0248,0.2464,0.0
2026-07-24,9.6273,1.3157,1.1758,0.1399,0.2341,0.0
2026-07-27,9.0615,0.691,1.2568,-0.5658,0.2447,0.0
2026-07-28,9.312,0.8863,0.6359,0.2504,0.2389,0.0
2026-07-29,9.3638,0.8476,0.7958,0.0518,0.2419,0.0
2026-07-30,8.9134,0.827,1.2773,-0.4503,0.2422,0.0
2026-07-31,9.0256,1.0573,0.9451,0.1121,0.2423,0.0
2026-08-03,8.8867,0.6638,0.8026,-0.1389,0.2444,0.0
2026-08-04,9.1523,1.1109,0.8453,0.2656,0.2378,0.0
2026-08-05,8.7034,1.0087,1.4576,-0.4489,0.2535,0.0
2026-08-06,8.3879,0.9254,1.2409,-0.3155,0.2672,0.0
