date,margin_balance,margin_buy,margin_repay,margin_net,short_balance,close_price
2026-03-16,6.2508,0.2188,0.3155,-0.0967,0.0016,0.0
2026-03-17,6.1016,0.1707,0.3199,-0.1492,0.0014,0.0
2026-03-18,6.0497,0.1906,0.2424,-0.0519,0.0014,0.0
2026-03-19,5.7864,0.0941,0.3575,-0.2633,0.0014,0.0
2026-03-20,5.6892,0.3024,0.3996,-0.0972,0.0013,0.0
2026-03-23,5.579,0.2745,0.3848,-0.1102,0.0014,0.0
2026-03-24,5.5789,0.14,0.1401,-0.0001,0.0012,0.0
2026-03-25,5.4832,0.2007,0.2963,-0.0957,0.0014,0.0
2026-03-26,5.4051,0.1224,0.2006,-0.0782,0.0013,0.0
2026-03-27,5.4128,0.1655,0.1578,0.0078,0.0013,0.0
2026-03-30,5.3482,0.2413,0.3059,-0.0646,0.0014,0.0
2026-03-31,5.2757,0.1648,0.2373,-0.0725,0.0014,0.0
2026-04-01,5.2679,0.1689,0.1767,-0.0078,0.0036,0.0
2026-04-02,5.2009,0.1425,0.2094,-0.067,0.0035,0.0
2026-04-03,5.0215,0.1054,0.2848,-0.1794,0.0036,0.0
2026-04-07,5.0079,0.1151,0.1288,-0.0136,0.0036,0.0
2026-04-08,5.0739,0.5097,0.4437,0.066,0.0038,0.0
2026-04-09,5.245,0.4188,0.2477,0.1711,0.0039,0.0
2026-04-10,5.1511,0.3374,0.4312,-0.0939,0.0039,0.0
2026-04-13,5.4365,0.5437,0.2584,0.2854,0.0043,0.0
2026-04-14,5.5399,0.5842,0.4808,0.1034,0.0254,0.0
2026-04-15,5.4878,0.3423,0.3944,-0.0521,0.0225,0.0
2026-04-16,5.5407,0.3046,0.2517,0.0529,0.0185,0.0
2026-04-17,5.4675,0.2753,0.3485,-0.0732,0.0181,0.0
2026-04-20,5.7848,0.7189,0.4016,0.3174,0.0191,0.0
2026-04-21,5.7826,0.3736,0.3758,-0.0022,0.0217,0.0
2026-04-22,5.8684,0.5105,0.4247,0.0858,0.0202,0.0
2026-04-23,6.1635,0.8472,0.5521,0.2951,0.0262,0.0
2026-04-24,6.0862,0.3859,0.4632,-0.0773,0.0239,0.0
2026-04-27,6.1654,0.6999,0.6207,0.0792,0.0266,0.0
2026-04-28,6.1484,0.5683,0.5852,-0.0169,0.0247,0.0
2026-04-29,6.1647,0.4242,0.4079,0.0162,0.0222,0.0
2026-04-30,5.8328,0.3327,0.6645,-0.3318,0.0223,0.0
2026-05-06,5.8767,0.5486,0.5048,0.0438,0.0184,0.0
2026-05-07,5.8583,0.5977,0.616,-0.0184,0.0169,0.0
2026-05-08,5.6823,0.3796,0.5556,-0.176,0.0162,0.0
2026-05-11,5.8743,0.6867,0.4947,0.192,0.0163,0.0
2026-05-12,6.5538,1.661,0.9815,0.6795,0.0228,0.0
2026-05-13,6.4991,1.3257,1.3804,-0.0547,0.0194,0.0
2026-05-14,7.7261,2.9701,1.7431,1.227,0.0162,0.0
2026-05-15,7.6454,1.4471,1.5277,-0.0807,0.0341,0.0
2026-05-18,7.822,1.2074,1.0308,0.1766,0.0317,0.0
2026-05-19,7.9321,1.2007,1.0906,0.1101,0.0353,0.0
2026-05-20,8.0581,1.2703,1.1444,0.126,0.0368,0.0
2026-05-21,7.8044,1.4473,1.701,-0.2537,0.0314,0.0
2026-05-22,7.8837,1.0828,1.0036,0.0793,0.0096,0.0
2026-05-25,7.7841,1.1414,1.241,-0.0996,0.0198,0.0
2026-05-26,7.8256,0.971,0.9295,0.0415,0.0192,0.0
2026-05-27,7.5735,1.5851,1.8373,-0.2521,0.035,0.0
2026-05-28,8.8199,2.5798,1.3334,1.2464,0.0432,0.0
2026-05-29,8.5689,1.2001,1.4386,-0.2385,0.0273,0.0
2026-06-01,8.2034,1.1678,1.5333,-0.3655,0.0275,0.0
2026-06-02,8.2371,1.2654,1.2317,0.0337,0.0286,0.0
2026-06-03,8.4108,1.6936,1.5199,0.1738,0.0362,0.0
2026-06-04,8.0354,0.6917,1.0672,-0.3754,0.0429,0.0
2026-06-05,8.5336,1.7363,1.2381,0.4982,0.0436,0.0
2026-06-08,8.9853,1.882,1.4303,0.4517,0.0464,0.0
2026-06-09,9.2451,1.5532,1.2865,0.2667,0.0491,0.0
2026-06-10,9.9444,2.1706,1.4714,0.6992,0.0516,0.0
2026-06-11,10.4385,3.0205,2.5264,0.4941,0.0595,0.0
2026-06-12,11.084,3.1984,2.5529,0.6456,0.0544,0.0
2026-06-15,10.9049,1.1699,1.349,-0.1791,0.0619,0.0
2026-06-16,10.3666,0.0244,0.5628,-0.5384,0.0681,0.0
2026-06-17,11.5847,2.3551,1.137,1.2181,0.0746,0.0
2026-06-18,11.9251,1.5305,1.1901,0.3404,0.0804,0.0
2026-06-22,11.8656,0.4829,0.5425,-0.0595,0.0884,0.0
2026-06-23,13.9093,7.4674,5.4237,2.0437,0.0896,0.0
2026-06-24,14.8376,5.1711,4.2427,0.9283,0.0977,0.0
2026-06-25,16.2369,4.9958,3.5966,1.3993,0.0918,0.0
2026-06-26,17.4453,4.1071,2.8986,1.2085,0.0886,0.0
2026-06-29,16.5346,2.2418,3.1524,-0.9107,0.0844,0.0
2026-06-30,16.4611,3.7205,3.794,-0.0735,0.0899,0.0
2026-07-01,16.9462,2.5422,2.0572,0.485,0.0793,0.0
